"id","source url","format","filename","folder","notes"
228,"http://www.gutenberg.org/etext/1128","epub","pg1128.epub",,
228,"http://www.gutenberg.org/etext/1128","kindle","pg1128.mobi",,
228,"http://www.gutenberg.org/etext/1128","plucker","pg1128.plucker.pdb",,
228,"http://www.gutenberg.org/etext/1128","text","pg1128.txt",,
229,"http://www.gutenberg.org/etext/2166","epub","pg2166-images.epub",,"with images"
229,"http://www.gutenberg.org/etext/2166","epub","pg2166.epub",,"no images"
229,"http://www.gutenberg.org/etext/2166","kindle","pg2166-images.mobi",,"with images"
229,"http://www.gutenberg.org/etext/2166","kindle","pg2166.mobi",,"no images"
229,"http://www.gutenberg.org/etext/2166","plucker","pg2166.plucker.pdb",,
229,"http://www.gutenberg.org/etext/2166","text","pg2166.txt",,
230,"http://www.gutenberg.org/etext/4602","epub","pg4602.epub",,
230,"http://www.gutenberg.org/etext/4602","kindle","pg4602.mobi",,
230,"http://www.gutenberg.org/etext/4602","plucker","pg4602.plucker.pdb",,
230,"http://www.gutenberg.org/etext/4602","text","pg4602.txt",,
231,"http://www.gutenberg.org/etext/13510","epub","pg13510-images.epub",,"with images"
231,"http://www.gutenberg.org/etext/13510","epub","pg13510.epub",,"no images"
231,"http://www.gutenberg.org/etext/13510","kindle","pg13510-images.mobi",,"with images"
231,"http://www.gutenberg.org/etext/13510","kindle","pg13510.mobi",,"no images"
231,"http://www.gutenberg.org/etext/13510","plucker","pg13510.plucker.pdb",,
231,"http://www.gutenberg.org/etext/13510","text","pg13510.txt",,
232,"http://www.gutenberg.org/etext/3434","epub","pg3434.epub",,
232,"http://www.gutenberg.org/etext/3434","kindle","pg3434.mobi",,
232,"http://www.gutenberg.org/etext/3434","plucker","pg3434.plucker.pdb",,
232,"http://www.gutenberg.org/etext/3434","text","pg3434.txt",,
"233","http://www.gutenberg.org/etext/5739","kindle","pg5739.mobi",,
"233","http://www.gutenberg.org/etext/5739","pdf","kedct10p.pdf",,
234,"http://www.gutenberg.org/etext/6343","epub","pg6343.epub",,
234,"http://www.gutenberg.org/etext/6343","kindle","pg6343.mobi",,
234,"http://www.gutenberg.org/etext/6343","plucker","pg6343.plucker.pdb",,
234,"http://www.gutenberg.org/etext/6343","text","pg6343.txt",,
235,"http://www.gutenberg.org/etext/16605","epub","pg16605-images.epub",,"with images"
235,"http://www.gutenberg.org/etext/16605","epub","pg16605.epub",,"no images"
235,"http://www.gutenberg.org/etext/16605","kindle","pg16605-images.mobi",,"with images"
235,"http://www.gutenberg.org/etext/16605","kindle","pg16605.mobi",,"no images"
235,"http://www.gutenberg.org/etext/16605","plucker","pg16605.plucker.pdb",,
235,"http://www.gutenberg.org/etext/16605","text","pg16605.txt",,
236,"http://www.gutenberg.org/etext/946","epub","pg946.epub",,
236,"http://www.gutenberg.org/etext/946","kindle","pg946.mobi",,
236,"http://www.gutenberg.org/etext/946","plucker","pg946.plucker.pdb",,
236,"http://www.gutenberg.org/etext/946","text","pg946.txt",,
237,"http://www.gutenberg.org/etext/7727","epub","pg7727.epub",,
237,"http://www.gutenberg.org/etext/7727","kindle","pg7727.mobi",,
237,"http://www.gutenberg.org/etext/7727","plucker","pg7727.plucker.pdb",,
237,"http://www.gutenberg.org/etext/7727","text","pg7727.txt",,
238,"http://www.gutenberg.org/etext/18251","epub","pg18251-images.epub",,"with images"
238,"http://www.gutenberg.org/etext/18251","epub","pg18251.epub",,"no images"
238,"http://www.gutenberg.org/etext/18251","kindle","pg18251-images.mobi",,"with images"
238,"http://www.gutenberg.org/etext/18251","kindle","pg18251.mobi",,"no images"
238,"http://www.gutenberg.org/etext/18251","plucker","pg18251.plucker.pdb",,
238,"http://www.gutenberg.org/etext/18251","text","18251-0.txt",,
239,"http://www.gutenberg.org/etext/1322","epub","pg1322.epub",,
239,"http://www.gutenberg.org/etext/1322","kindle","pg1322.mobi",,
239,"http://www.gutenberg.org/etext/1322","plucker","pg1322.plucker.pdb",,
239,"http://www.gutenberg.org/etext/1322","text","pg1322.txt",,
240,"http://www.gutenberg.org/etext/41","epub","pg41.epub",,
240,"http://www.gutenberg.org/etext/41","kindle","pg41.mobi",,
240,"http://www.gutenberg.org/etext/41","plucker","pg41.plucker.pdb",,
240,"http://www.gutenberg.org/etext/41","text","pg41.txt",,
241,"http://www.gutenberg.org/etext/12753","epub","pg12753-images.epub",,"with images"
241,"http://www.gutenberg.org/etext/12753","epub","pg12753.epub",,"no images"
241,"http://www.gutenberg.org/etext/12753","kindle","pg12753-images.mobi",,"with images"
241,"http://www.gutenberg.org/etext/12753","kindle","pg12753.mobi",,"no images"
241,"http://www.gutenberg.org/etext/12753","plucker","pg12753.plucker.pdb",,
241,"http://www.gutenberg.org/etext/12753","text","pg12753.txt",,
242,"http://www.gutenberg.org/etext/6099","epub","pg6099.epub",,
242,"http://www.gutenberg.org/etext/6099","kindle","pg6099.mobi",,
242,"http://www.gutenberg.org/etext/6099","plucker","pg6099.plucker.pdb",,
242,"http://www.gutenberg.org/etext/6099","text","pg6099.txt",,
243,"http://www.gutenberg.org/etext/135","epub","pg135-images.epub",,"with images"
243,"http://www.gutenberg.org/etext/135","epub","pg135.epub",,"no images"
243,"http://www.gutenberg.org/etext/135","kindle","pg135-images.mobi",,"with images"
243,"http://www.gutenberg.org/etext/135","kindle","pg135.mobi",,"no images"
243,"http://www.gutenberg.org/etext/135","plucker","pg135.plucker.pdb",,
243,"http://www.gutenberg.org/etext/135","text","pg135.txt",,
244,"http://www.gutenberg.org/etext/17489","epub","pg17489.epub",,
244,"http://www.gutenberg.org/etext/17489","kindle","pg17489.mobi",,
244,"http://www.gutenberg.org/etext/17489","plucker","pg17489.plucker.pdb",,
244,"http://www.gutenberg.org/etext/17489","text","pg17489.txt",,
245,"http://www.gutenberg.org/etext/3207","epub","pg3207.epub",,
245,"http://www.gutenberg.org/etext/3207","kindle","pg3207.mobi",,
245,"http://www.gutenberg.org/etext/3207","plucker","pg3207.plucker.pdb",,
245,"http://www.gutenberg.org/etext/3207","text","pg3207.txt",,
246,"http://www.gutenberg.org/etext/1079","epub","pg1079-images.epub",,"with images"
246,"http://www.gutenberg.org/etext/1079","epub","pg1079.epub",,"no images"
246,"http://www.gutenberg.org/etext/1079","kindle","pg1079.mobi",,"no images"
246,"http://www.gutenberg.org/etext/1079","plucker","pg1079.plucker.pdb",,
246,"http://www.gutenberg.org/etext/1079","text","pg1079.txt",,
247,"http://www.gutenberg.org/etext/15547","epub","15547.epub.images",,"with images"
247,"http://www.gutenberg.org/etext/15547","epub","15547.epub.noimages",,"no images"
247,"http://www.gutenberg.org/etext/15547","kindle","pg15547-images.mobi",,"with images"
247,"http://www.gutenberg.org/etext/15547","kindle","pg15547.mobi",,"no images"
247,"http://www.gutenberg.org/etext/15547","plucker","pg15547.plucker.pdb",,
247,"http://www.gutenberg.org/etext/15547","text","pg15547.txt",,
248,"http://www.gutenberg.org/etext/245","epub","pg245-images.epub",,"with images"
248,"http://www.gutenberg.org/etext/245","epub","pg245.epub",,"no images"
248,"http://www.gutenberg.org/etext/245","kindle","pg245-images.mobi",,"with images"
248,"http://www.gutenberg.org/etext/245","kindle","pg245.mobi",,"no images"
248,"http://www.gutenberg.org/etext/245","plucker","pg245.plucker.pdb",,
248,"http://www.gutenberg.org/etext/245","text","pg245.txt",,
"249","http://www.gutenberg.org/etext/12703","mp3",,"little_match_girl",
250,"http://www.gutenberg.org/etext/6867","epub","pg6867-images.epub",,"with images"
250,"http://www.gutenberg.org/etext/6867","epub","pg6867.epub",,"no images"
250,"http://www.gutenberg.org/etext/6867","kindle","pg6867-images.mobi",,"with images"
250,"http://www.gutenberg.org/etext/6867","kindle","pg6867.mobi",,"no images"
250,"http://www.gutenberg.org/etext/6867","plucker","pg6867.plucker.pdb",,
250,"http://www.gutenberg.org/etext/6867","text","pg6867.txt",,
251,"http://www.gutenberg.org/etext/17824 ","epub","pg17824-images.epub",,"with images"
251,"http://www.gutenberg.org/etext/17824 ","epub","pg17824.epub",,"no images"
251,"http://www.gutenberg.org/etext/17824 ","kindle","pg17824-images.mobi",,"with images"
251,"http://www.gutenberg.org/etext/17824 ","kindle","pg17824.mobi",,"no images"
251,"http://www.gutenberg.org/etext/17824 ","plucker","pg17824.plucker.pdb",,
251,"http://www.gutenberg.org/etext/17824 ","text","pg17824.txt",,
252,"http://www.gutenberg.org/etext/963","epub","pg963.epub",,
252,"http://www.gutenberg.org/etext/963","kindle","pg963.mobi",,
252,"http://www.gutenberg.org/etext/963","plucker","pg963.plucker.pdb",,
252,"http://www.gutenberg.org/etext/963","text","pg963.txt",,
253,"http://www.gutenberg.org/etext/13911","epub","pg13911-images.epub",,"with images"
253,"http://www.gutenberg.org/etext/13911","epub","pg13911.epub",,"no images"
253,"http://www.gutenberg.org/etext/13911","kindle","pg13911-images.mobi",,"with images"
253,"http://www.gutenberg.org/etext/13911","kindle","pg13911.mobi",,"no images"
253,"http://www.gutenberg.org/etext/13911","plucker","pg13911.plucker.pdb",,
253,"http://www.gutenberg.org/etext/13911","text","pg13911.txt",,
254,"http://www.gutenberg.org/etext/146","epub","pg146.epub",,
254,"http://www.gutenberg.org/etext/146","kindle","pg146.mobi",,
254,"http://www.gutenberg.org/etext/146","plucker","pg146.plucker.pdb",,
254,"http://www.gutenberg.org/etext/146","text","pg146.txt",,
255,"http://www.gutenberg.org/etext/3691","epub","pg3691-images.epub",,"with images"
255,"http://www.gutenberg.org/etext/3691","epub","pg3691.epub",,"no images"
255,"http://www.gutenberg.org/etext/3691","kindle","pg3691-images.mobi",,"with images"
255,"http://www.gutenberg.org/etext/3691","kindle","pg3691.mobi",,"no images"
255,"http://www.gutenberg.org/etext/3691","plucker","pg3691.plucker.pdb",,
255,"http://www.gutenberg.org/etext/3691","text","pg3691.txt",,
"256","http://www.gutenberg.org/etext/26297","external_mp3",,,
257,"http://www.gutenberg.org/etext/514","epub","pg514.epub",,
257,"http://www.gutenberg.org/etext/514","kindle","pg514.mobi",,
257,"http://www.gutenberg.org/etext/514","plucker","pg514.plucker.pdb",,
257,"http://www.gutenberg.org/etext/514","text","pg514.txt",,
258,"http://www.gutenberg.org/etext/5658","epub","pg5658.epub",,
258,"http://www.gutenberg.org/etext/5658","kindle","pg5658.mobi",,
258,"http://www.gutenberg.org/etext/5658","plucker","pg5658.plucker.pdb",,
258,"http://www.gutenberg.org/etext/5658","text","pg5658.txt",,
259,"http://www.gutenberg.org/etext/139","epub","pg139.epub",,
259,"http://www.gutenberg.org/etext/139","kindle","pg139.mobi",,
259,"http://www.gutenberg.org/etext/139","plucker","pg139.plucker.pdb",,
259,"http://www.gutenberg.org/etext/139","text","pg139.txt",,
260,"http://www.gutenberg.org/etext/7700","epub","pg7700-images.epub",,"with images"
260,"http://www.gutenberg.org/etext/7700","epub","pg7700.epub",,"no images"
260,"http://www.gutenberg.org/etext/7700","kindle","pg7700-images.mobi",,"with images"
260,"http://www.gutenberg.org/etext/7700","kindle","pg7700.mobi",,"no images"
260,"http://www.gutenberg.org/etext/7700","plucker","pg7700.plucker.pdb",,
260,"http://www.gutenberg.org/etext/7700","text","pg7700.txt",,
261,"http://www.gutenberg.org/etext/19163","epub","pg19163-images.epub",,"with images"
261,"http://www.gutenberg.org/etext/19163","epub","pg19163.epub",,"no images"
261,"http://www.gutenberg.org/etext/19163","kindle","pg19163-images.mobi",,"with images"
261,"http://www.gutenberg.org/etext/19163","kindle","pg19163.mobi",,"no images"
261,"http://www.gutenberg.org/etext/19163","plucker","pg19163.plucker.pdb",,
261,"http://www.gutenberg.org/etext/19163","text","19163-0.txt",,
262,"http://www.gutenberg.org/etext/14155","epub","pg14155.epub",,
262,"http://www.gutenberg.org/etext/14155","kindle","pg14155.mobi",,
262,"http://www.gutenberg.org/etext/14155","plucker","pg14155.plucker.pdb",,
262,"http://www.gutenberg.org/etext/14155","text","pg14155.txt",,
263,"http://www.gutenberg.org/etext/2413","epub","pg2413.epub",,
263,"http://www.gutenberg.org/etext/2413","kindle","pg2413.mobi",,
263,"http://www.gutenberg.org/etext/2413","plucker","pg2413.plucker.pdb",,
263,"http://www.gutenberg.org/etext/2413","text","pg2413.txt",,
264,"http://www.gutenberg.org/etext/447","epub","pg447.epub",,
264,"http://www.gutenberg.org/etext/447","kindle","pg447.mobi",,
264,"http://www.gutenberg.org/etext/447","plucker","pg447.plucker.pdb",,
264,"http://www.gutenberg.org/etext/447","text","pg447.txt",,
265,"http://www.gutenberg.org/etext/2759","epub","pg2759.epub",,
265,"http://www.gutenberg.org/etext/2759","kindle","pg2759.mobi",,
265,"http://www.gutenberg.org/etext/2759","plucker","pg2759.plucker.pdb",,
265,"http://www.gutenberg.org/etext/2759","text","pg2759.txt",,
266,"http://www.gutenberg.org/etext/1695","epub","pg1695.epub",,
266,"http://www.gutenberg.org/etext/1695","kindle","pg1695.mobi",,
266,"http://www.gutenberg.org/etext/1695","plucker","pg1695.plucker.pdb",,
266,"http://www.gutenberg.org/etext/1695","text","pg1695.txt",,
267,"http://www.gutenberg.org/etext/7471","epub","pg7471.epub",,
267,"http://www.gutenberg.org/etext/7471","kindle","pg7471.mobi",,
267,"http://www.gutenberg.org/etext/7471","plucker","pg7471.plucker.pdb",,
267,"http://www.gutenberg.org/etext/7471","text","pg7471.txt",,
268,"http://www.gutenberg.org/etext/10940","epub","pg10940-images.epub",,"with images"
268,"http://www.gutenberg.org/etext/10940","epub","pg10940.epub",,"no images"
268,"http://www.gutenberg.org/etext/10940","kindle","pg10940-images.mobi",,"with images"
268,"http://www.gutenberg.org/etext/10940","kindle","pg10940.mobi",,"no images"
268,"http://www.gutenberg.org/etext/10940","plucker","pg10940.plucker.pdb",,
268,"http://www.gutenberg.org/etext/10940","text","pg10940.txt",,
269,"http://www.gutenberg.org/etext/141","epub","pg141.epub",,
269,"http://www.gutenberg.org/etext/141","kindle","pg141.mobi",,
269,"http://www.gutenberg.org/etext/141","pdf","141-pdf.pdf",,
269,"http://www.gutenberg.org/etext/141","plucker","pg141.plucker.pdb",,
269,"http://www.gutenberg.org/etext/141","text","pg141.txt",,
"270","http://www.gutenberg.org/etext/9699","external_mp3",,,
271,"http://www.gutenberg.org/etext/54","epub","pg54.epub",,
271,"http://www.gutenberg.org/etext/54","kindle","pg54.mobi",,
271,"http://www.gutenberg.org/etext/54","plucker","pg54.plucker.pdb",,
271,"http://www.gutenberg.org/etext/54","text","pg54.txt",,
"272","http://www.gutenberg.org/etext/17426","mp3",,"marvelous_land_of_oz",
273,"http://www.gutenberg.org/etext/22379","epub","pg22379-images.epub",,"with images"
273,"http://www.gutenberg.org/etext/22379","epub","pg22379.epub",,"no images"
273,"http://www.gutenberg.org/etext/22379","kindle","pg22379-images.mobi",,"with images"
273,"http://www.gutenberg.org/etext/22379","kindle","pg22379.mobi",,"no images"
273,"http://www.gutenberg.org/etext/22379","plucker","pg22379.plucker.pdb",,
273,"http://www.gutenberg.org/etext/22379","text","22379-0.txt",,
274,"http://www.gutenberg.org/etext/17161","epub","pg17161-images.epub",,"with images"
274,"http://www.gutenberg.org/etext/17161","epub","pg17161.epub",,"no images"
274,"http://www.gutenberg.org/etext/17161","kindle","pg17161-images.mobi",,"with images"
274,"http://www.gutenberg.org/etext/17161","kindle","pg17161.mobi",,"no images"
274,"http://www.gutenberg.org/etext/17161","pdf","17161-pdf.pdf",,
274,"http://www.gutenberg.org/etext/17161","plucker","pg17161.plucker.pdb",,
274,"http://www.gutenberg.org/etext/17161","text","pg17161.txt",,
275,"http://www.gutenberg.org/etext/4107","epub","pg4107-images.epub",,"with images"
275,"http://www.gutenberg.org/etext/4107","epub","pg4107.epub",,"no images"
275,"http://www.gutenberg.org/etext/4107","kindle","pg4107-images.mobi",,"with images"
275,"http://www.gutenberg.org/etext/4107","kindle","pg4107.mobi",,"no images"
275,"http://www.gutenberg.org/etext/4107","plucker","pg4107.plucker.pdb",,
275,"http://www.gutenberg.org/etext/4107","text","pg4107.txt",,
276,"http://www.gutenberg.org/etext/2680","epub","pg2680.epub",,
276,"http://www.gutenberg.org/etext/2680","kindle","pg2680.mobi",,
276,"http://www.gutenberg.org/etext/2680","plucker","pg2680.plucker.pdb",,
276,"http://www.gutenberg.org/etext/2680","text","pg2680.txt",,
277,"http://www.gutenberg.org/etext/24518","epub","pg24518.epub",,
277,"http://www.gutenberg.org/etext/24518","kindle","pg24518.mobi",,
277,"http://www.gutenberg.org/etext/24518","plucker","pg24518.plucker.pdb",,
277,"http://www.gutenberg.org/etext/24518","text","24518-0.txt",,
278,"http://www.gutenberg.org/etext/25305","epub","pg25305.epub",,
278,"http://www.gutenberg.org/etext/25305","kindle","pg25305.mobi",,
278,"http://www.gutenberg.org/etext/25305","plucker","pg25305.plucker.pdb",,
278,"http://www.gutenberg.org/etext/25305","text","pg25305.txt",,
279,"http://www.gutenberg.org/etext/834","epub","pg834.epub",,
279,"http://www.gutenberg.org/etext/834","kindle","pg834.mobi",,
279,"http://www.gutenberg.org/etext/834","plucker","pg834.plucker.pdb",,
279,"http://www.gutenberg.org/etext/834","text","pg834.txt",,
280,"http://www.gutenberg.org/etext/5200","epub","pg5200.epub",,
280,"http://www.gutenberg.org/etext/5200","kindle","pg5200.mobi",,
280,"http://www.gutenberg.org/etext/5200","plucker","pg5200.plucker.pdb",,
280,"http://www.gutenberg.org/etext/5200","text","pg5200.txt",,
281,"http://www.gutenberg.org/etext/10223","epub","pg10223.epub",,
281,"http://www.gutenberg.org/etext/10223","kindle","pg10223.mobi",,
281,"http://www.gutenberg.org/etext/10223","plucker","pg10223.plucker.pdb",,
281,"http://www.gutenberg.org/etext/10223","text","10223-0.txt",,
282,"http://www.gutenberg.org/etext/17786","epub","pg17786-images.epub",,"with images"
282,"http://www.gutenberg.org/etext/17786","epub","pg17786.epub",,"no images"
282,"http://www.gutenberg.org/etext/17786","plucker","pg17786.plucker.pdb",,
282,"http://www.gutenberg.org/etext/17786","text","pg17786.txt",,
283,"http://www.gutenberg.org/etext/145","epub","pg145.epub",,
283,"http://www.gutenberg.org/etext/145","kindle","pg145.mobi",,
283,"http://www.gutenberg.org/etext/145","plucker","pg145.plucker.pdb",,
283,"http://www.gutenberg.org/etext/145","text","pg145.txt",,
284,"http://www.gutenberg.org/etext/2701","epub","pg2701.epub",,
284,"http://www.gutenberg.org/etext/2701","kindle","pg2701.mobi",,
284,"http://www.gutenberg.org/etext/2701","plucker","pg2701.plucker.pdb",,
284,"http://www.gutenberg.org/etext/2701","text","pg2701.txt",,
285,"http://www.gutenberg.org/etext/2489","epub","pg2489.epub",,
285,"http://www.gutenberg.org/etext/2489","kindle","pg2489.mobi",,
285,"http://www.gutenberg.org/etext/2489","plucker","pg2489.plucker.pdb",,
285,"http://www.gutenberg.org/etext/2489","text","pg2489.txt",,
286,"http://www.gutenberg.org/etext/1080","epub","pg1080.epub",,
286,"http://www.gutenberg.org/etext/1080","kindle","pg1080.mobi",,
286,"http://www.gutenberg.org/etext/1080","plucker","pg1080.plucker.pdb",,
286,"http://www.gutenberg.org/etext/1080","text","pg1080.txt",,
287,"http://www.gutenberg.org/etext/155","epub","pg155.epub",,
287,"http://www.gutenberg.org/etext/155","kindle","pg155.mobi",,
287,"http://www.gutenberg.org/etext/155","plucker","pg155.plucker.pdb",,
287,"http://www.gutenberg.org/etext/155","text","pg155.txt",,
288,"http://www.gutenberg.org/etext/1251","epub","pg1251.epub",,
288,"http://www.gutenberg.org/etext/1251","kindle","pg1251.mobi",,
288,"http://www.gutenberg.org/etext/1251","plucker","pg1251.plucker.pdb",,
288,"http://www.gutenberg.org/etext/1251","text","pg1251.txt",,
289,"http://www.gutenberg.org/etext/19499","epub","pg19499-images.epub",,"with images"
289,"http://www.gutenberg.org/etext/19499","epub","pg19499.epub",,"no images"
289,"http://www.gutenberg.org/etext/19499","kindle","pg19499-images.mobi",,"with images"
289,"http://www.gutenberg.org/etext/19499","kindle","pg19499.mobi",,"no images"
289,"http://www.gutenberg.org/etext/19499","plucker","pg19499.plucker.pdb",,
289,"http://www.gutenberg.org/etext/19499","text","pg19499.txt",,
290,"http://www.gutenberg.org/etext/8164","epub","pg8164.epub",,
290,"http://www.gutenberg.org/etext/8164","kindle","pg8164.mobi",,
290,"http://www.gutenberg.org/etext/8164","plucker","pg8164.plucker.pdb",,
290,"http://www.gutenberg.org/etext/8164","text","pg8164.txt",,
291,"http://www.gutenberg.org/etext/863","epub","pg863.epub",,
291,"http://www.gutenberg.org/etext/863","kindle","pg863.mobi",,
291,"http://www.gutenberg.org/etext/863","plucker","pg863.plucker.pdb",,
291,"http://www.gutenberg.org/etext/863","text","pg863.txt",,
292,"http://www.gutenberg.org/etext/25447","epub","pg25447-images.epub",,"with images"
292,"http://www.gutenberg.org/etext/25447","epub","pg25447.epub",,"no images"
292,"http://www.gutenberg.org/etext/25447","kindle","pg25447-images.mobi",,"with images"
292,"http://www.gutenberg.org/etext/25447","kindle","pg25447.mobi",,"no images"
292,"http://www.gutenberg.org/etext/25447","plucker","pg25447.plucker.pdb",,
292,"http://www.gutenberg.org/etext/25447","text","25447-0.txt",,
293,"http://www.gutenberg.org/etext/22381","epub","pg22381-images.epub",,"with images"
293,"http://www.gutenberg.org/etext/22381","epub","pg22381.epub",,"no images"
293,"http://www.gutenberg.org/etext/22381","kindle","pg22381-images.mobi",,"with images"
293,"http://www.gutenberg.org/etext/22381","kindle","pg22381.mobi",,"no images"
293,"http://www.gutenberg.org/etext/22381","plucker","pg22381.plucker.pdb",,
293,"http://www.gutenberg.org/etext/22381","text","pg22381.txt",,
294,"http://www.gutenberg.org/etext/11772","epub","pg11772.epub",,
294,"http://www.gutenberg.org/etext/11772","kindle","pg11772.mobi",,
294,"http://www.gutenberg.org/etext/11772","plucker","pg11772.plucker.pdb",,
294,"http://www.gutenberg.org/etext/11772","text","pg11772.txt",,
295,"http://www.gutenberg.org/etext/851","epub","pg851.epub",,
295,"http://www.gutenberg.org/etext/851","kindle","pg851.mobi",,
295,"http://www.gutenberg.org/etext/851","plucker","pg851.plucker.pdb",,
295,"http://www.gutenberg.org/etext/851","text","pg851.txt",,
296,"http://www.gutenberg.org/etext/23","epub","pg23.epub",,
296,"http://www.gutenberg.org/etext/23","kindle","pg23.mobi",,
296,"http://www.gutenberg.org/etext/23","plucker","pg23.plucker.pdb",,
296,"http://www.gutenberg.org/etext/23","text","pg23.txt",,
297,"http://www.gutenberg.org/etext/16277","epub","pg16277-images.epub",,"with images"
297,"http://www.gutenberg.org/etext/16277","epub","pg16277.epub",,"no images"
297,"http://www.gutenberg.org/etext/16277","kindle","pg16277-images.mobi",,"with images"
297,"http://www.gutenberg.org/etext/16277","kindle","pg16277.mobi",,"no images"
297,"http://www.gutenberg.org/etext/16277","plucker","pg16277.plucker.pdb",,
297,"http://www.gutenberg.org/etext/16277","text","pg16277.txt",,
298,"http://www.gutenberg.org/etext/15665","epub","pg15665-images.epub",,"with images"
298,"http://www.gutenberg.org/etext/15665","epub","pg15665.epub",,"no images"
298,"http://www.gutenberg.org/etext/15665","kindle","pg15665-images.mobi",,"with images"
298,"http://www.gutenberg.org/etext/15665","kindle","pg15665.mobi",,"no images"
298,"http://www.gutenberg.org/etext/15665","plucker","pg15665.plucker.pdb",,
298,"http://www.gutenberg.org/etext/15665","text","15665-0.txt",,
299,"http://www.gutenberg.org/etext/14915","epub","pg14915.epub",,
299,"http://www.gutenberg.org/etext/14915","kindle","pg14915.mobi",,
299,"http://www.gutenberg.org/etext/14915","plucker","pg14915.plucker.pdb",,
299,"http://www.gutenberg.org/etext/14915","text","pg14915.txt",,
300,"http://www.gutenberg.org/etext/4276","epub","pg4276.epub",,
300,"http://www.gutenberg.org/etext/4276","kindle","pg4276.mobi",,
300,"http://www.gutenberg.org/etext/4276","plucker","pg4276.plucker.pdb",,
300,"http://www.gutenberg.org/etext/4276","text","pg4276.txt",,
301,"http://www.gutenberg.org/etext/121","epub","pg121.epub",,
301,"http://www.gutenberg.org/etext/121","kindle","pg121.mobi",,
301,"http://www.gutenberg.org/etext/121","plucker","pg121.plucker.pdb",,
301,"http://www.gutenberg.org/etext/121","text","pg121.txt",,
302,"http://www.gutenberg.org/etext/5000","epub","pg5000.epub",,
302,"http://www.gutenberg.org/etext/5000","kindle","pg5000.mobi",,
302,"http://www.gutenberg.org/etext/5000","plucker","pg5000.plucker.pdb",,
302,"http://www.gutenberg.org/etext/5000","text","pg5000.txt",,
303,"http://www.gutenberg.org/etext/600","epub","pg600.epub",,
303,"http://www.gutenberg.org/etext/600","kindle","pg600.mobi",,
303,"http://www.gutenberg.org/etext/600","plucker","pg600.plucker.pdb",,
303,"http://www.gutenberg.org/etext/600","text","pg600.txt",,
"304","http://www.gutenberg.org/etext/15532","epub","pg15532-images.epub",,"with images"
"304","http://www.gutenberg.org/etext/15532","epub","pg15532.epub",,"no images"
"304","http://www.gutenberg.org/etext/15532","kindle","pg15532-images.mobi",,"with images"
"304","http://www.gutenberg.org/etext/15532","kindle","pg15532.mobi",,"no images"
"304","http://www.gutenberg.org/etext/15532","plucker","pg15532.plucker.pdb",,
"304","http://www.gutenberg.org/etext/15532","text","pg15532.txt",,
305,"http://www.gutenberg.org/etext/375","epub","pg375.epub",,
305,"http://www.gutenberg.org/etext/375","kindle","pg375.mobi",,
305,"http://www.gutenberg.org/etext/375","plucker","pg375.plucker.pdb",,
305,"http://www.gutenberg.org/etext/375","text","pg375.txt",,
306,"http://www.gutenberg.org/etext/3160","epub","pg3160.epub",,
306,"http://www.gutenberg.org/etext/3160","kindle","pg3160.mobi",,
306,"http://www.gutenberg.org/etext/3160","plucker","pg3160.plucker.pdb",,
306,"http://www.gutenberg.org/etext/3160","text","pg3160.txt",,
307,"http://www.gutenberg.org/etext/1727","epub","pg1727.epub",,
307,"http://www.gutenberg.org/etext/1727","kindle","pg1727.mobi",,
307,"http://www.gutenberg.org/etext/1727","plucker","pg1727.plucker.pdb",,
307,"http://www.gutenberg.org/etext/1727","text","pg1727.txt",,
308,"http://www.gutenberg.org/etext/31","epub","pg31.epub",,
308,"http://www.gutenberg.org/etext/31","kindle","pg31.mobi",,
308,"http://www.gutenberg.org/etext/31","plucker","pg31.plucker.pdb",,
308,"http://www.gutenberg.org/etext/31","text","pg31.txt",,
309,"http://www.gutenberg.org/etext/11000","epub","pg11000-images.epub",,"with images"
309,"http://www.gutenberg.org/etext/11000","epub","pg11000.epub",,"no images"
309,"http://www.gutenberg.org/etext/11000","kindle","pg11000-images.mobi",,"with images"
309,"http://www.gutenberg.org/etext/11000","kindle","pg11000.mobi",,"no images"
309,"http://www.gutenberg.org/etext/11000","plucker","pg11000.plucker.pdb",,
309,"http://www.gutenberg.org/etext/11000","text","pg11000.txt",,
"310","http://www.gutenberg.org/etext/9702","mp3",,"old_curiosity_shop",
311,"http://www.gutenberg.org/etext/730","epub","pg730.epub",,
311,"http://www.gutenberg.org/etext/730","kindle","pg730.mobi",,
311,"http://www.gutenberg.org/etext/730","plucker","pg730.plucker.pdb",,
311,"http://www.gutenberg.org/etext/730","text","pg730.txt",,
312,"http://www.gutenberg.org/etext/1228","epub","pg1228.epub",,
312,"http://www.gutenberg.org/etext/1228","kindle","pg1228.mobi",,
312,"http://www.gutenberg.org/etext/1228","plucker","pg1228.plucker.pdb",,
312,"http://www.gutenberg.org/etext/1228","text","pg1228.txt",,
313,"http://www.gutenberg.org/etext/2009","epub","pg2009.epub",,
313,"http://www.gutenberg.org/etext/2009","kindle","pg2009.mobi",,
313,"http://www.gutenberg.org/etext/2009","plucker","pg2009.plucker.pdb",,
313,"http://www.gutenberg.org/etext/2009","text","pg2009.txt",,
314,"http://www.gutenberg.org/etext/18525","epub","pg18525-images.epub",,"with images"
314,"http://www.gutenberg.org/etext/18525","epub","pg18525.epub",,"no images"
